cuisine,Categories_final_edit,Date,Name,Street_Address,Amount,Description,City,State,Zip,Clarified_Name,Clarified_Purpose,complete_address,lat,lon
American,Food,12/1/17,21st Amendment,150 bowdoin st,21.05,Lunch with colleagues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,3/9/16,21st Amendment,150 bowdoin st,65.91,Lunch with colleagues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,2/24/16,21st Amendment,150 bowdoin st,80.5,Lunch with colleagues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,restaurant,4/7/17,21st Amendment,150 bowdoin st,67,lunch with colleagues - committee work,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,1/30/17,21st Amendment,150 bowdoin st,36.76,Lunch with Colleagues and Advocates Regarding Legislation,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,4/27/17,21st Amendment,150 bowdoin st,58,Lunch With Colleagues During House Budget,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,8/2/16,21st Amendment,150 bowdoin st,123,Lunch with colleagues during last day of session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,2/26/16,21st Amendment,150 bowdoin st,67.03,Lunch with Colleagues During Session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,6/23/17,21st Amendment,150 bowdoin st,111,Lunch with colleagues during session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,6/29/16,21st Amendment,150 bowdoin st,82,Lunch with colleagues during session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,restaurant,3/6/17,21st Amendment,155 bowdoin st,78.67,lunch with colleagues on elder affairs issues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,4/8/16,21st Amendment,150 bowdoin st,84.96,Lunch with colleagues on legislative matters,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,7/21/17,21st Amendment,150 bowdoin st,48.39,Lunch with Colleagues Regarding Formal Session,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,11/25/16,21st Amendment,150 bowdoin st,63,Lunch With Colleagues To Discuss Boston Issue,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,2/16/17,21st Amendment,150 bowdoin st,65.56,Lunch with Colleagues to discuss Boston issues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,4/27/16,21st Amendment,150 bowdoin st,50,Lunch with colleagues to discuss budget,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/11/17,21st Amendment,150 bowdoin st,110,Lunch with colleagues to discuss budget,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,7/10/17,21st Amendment,150 bowdoin st,164,Lunch with colleagues to discuss budget,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/18/16,21st Amendment,150 bowdoin st,58.76,Lunch with colleagues to discuss campaign,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,2/16/17,21st Amendment,150 bowdoin st,100,Lunch with colleagues to discuss financial services issue,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,4/6/16,21st Amendment,150 bowdoin st,56.35,Lunch with colleagues to discuss formal session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,8/16/17,21st Amendment,150 bowdoin st,33.82,Lunch with Colleagues to Discuss Legislative Issues,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/24/17,21st Amendment,150 bowdoin st,46.26,Lunch with Colleagues to Discuss Minimum Wage Legislation,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,4/15/16,21st Amendment,150 bowdoin st,107,Lunch with Colleagues to Discuss Session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,1/15/16,21st Amendment,150 bowdoin st,142,Lunch with Colleagues to Discuss Session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,3/25/16,21st Amendment,150 bowdoin st,68,Lunch with Colleagues to discuss Session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,5/20/16,21st Amendment,150 bowdoin st,63,Lunch with colleagues to discuss session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,11/13/17,21st Amendment,150 bowdoin st,44,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,5/4/17,21st Amendment,150 bowdoin st,70,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,3/20/17,21st Amendment,150 bowdoin st,53,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,1/27/17,21st Amendment,150 bowdoin st,75,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,6/2/17,21st Amendment,150 bowdoin st,54,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,5/26/17,21st Amendment,150 bowdoin st,64,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,5/13/16,21st Amendment,150 bowdoin st,114,Lunch with colleagues to discuss session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/20/17,21st Amendment,150 bowdoin st,51,Lunch with colleagues to discuss session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,6/17/16,21st Amendment,150 bowdoin st,80,Lunch with colleagues to discuss session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,1/11/17,21st Amendment,150 bowdoin st,56.55,Lunch with Colleagues to Discuss Upcoming Legislation,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/21/16,21st Amendment,150 bowdoin st,74.86,Lunch with colleagues. Discussed upcoming term.,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,6/8/16,21st Amendment,150 bowdoin st,58.97,Lunch with constituents,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/12/17,21st Amendment,150 bowdoin st,96.24,Lunch with constituents visiting State House,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,lunch with consultants on fundraisine,6/14/17,21st Amendment,155 bowdoin st,68,lunch with consultants on fundraisine,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Denise Garlick - Elder Affairs,7/21/16,21st Amendment,150 bowdoin st,37.57,Lunch With Denise Garlick - Elder Affairs,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch with Fundraising Staff,8/19/16,21st Amendment,150 bowdoin st,58.69,Lunch with Fundraising Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch with J. Herrell,11/6/17,21st Amendment,150 bowdoin st,52.14,Lunch with J. Herrell,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Lafayette Extern and Office Staff,1/4/16,21st Amendment,150 bowdoin st,83.02,Lunch With Lafayette Extern and Office Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Lafayette Extern and Staff,1/12/16,21st Amendment,150 bowdoin st,44.72,Lunch With Lafayette Extern and Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Legislative Aide and Legislator To Converse About State Policy Issues.,9/14/16,21st Amendment,150 bowdoin,61.83,Lunch With Legislative Aide and Legislator To Converse About State Policy Issues.,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Senate Colleague,6/2/16,21st Amendment,150 bowdoin st,18.05,Lunch With Senate Colleague,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,11/17/17,21st Amendment,150 bowdoin st,61.5,Lunch With Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,4/27/16,21st Amendment,150 bowdoin st,35.96,Lunch with STaff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,5/18/17,21st Amendment,150 bowdoin st,91.75,Lunch with Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,7/14/17,21st Amendment,150 bowdin st,53.5,Lunch with Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,10/24/17,21st Amendment,150 bowdoin st,107.37,Lunch with staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,1/30/17,21st Amendment,,77,Lunch With Staff,,MA,,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Staff and Lafayette College Extern,1/3/17,21st Amendment,150 bowdoin st,76.67,Lunch With Staff and Lafayette College Extern,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Staff Member To Discuss Office Issues,3/22/16,21st Amendment,150 bowdoin st,68.59,Lunch With Staff Member To Discuss Office Issues,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch with Staff Regarding New Legislative Initiatives,8/4/16,21st Amendment,150 bowdoin st,65.5,Lunch with Staff Regarding New Legislative Initiatives,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch with State House Staff,8/25/17,21st Amendment,150 bowdoin st,35.96,Lunch with State House Staff,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch with supporter about state house issues,11/22/17,21st Amendment,150 bowdoin st,49.73,Lunch with supporter about state house issues,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Three Colleagues After Mandatory State Ethics Training To Discuss Education Policy and The Upcoming Democratic Convention,5/31/17,21st Amendment,150 bowdoin st,78.74,Lunch With Three Colleagues After Mandatory State Ethics Training To Discuss Education Policy and The Upcoming Democratic Convention,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch With Three Legislators Prior To Session For Colleague Farewell Speeches To Discuss The Upcoming Legislative Session,12/15/16,21st Amendment,150 bowdoin,142.77,Lunch With Three Legislators Prior To Session For Colleague Farewell Speeches To Discuss The Upcoming Legislative Session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Lunch/M. Knapik,10/4/16,21st Amendment,150 bodoin st,37,Lunch/M. Knapik,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,luncheon,4/6/16,21st Amendment,150 bodoin st,39,luncheon,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Luncheon For Visiting Constituents,12/27/16,21st Amendment,155 bowdion st,76.2,Luncheon For Visiting Constituents,Boston,MA,2133,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,restaurant,7/5/17,21st Amendment,150 bowdoin st,53.15,meal with constituents to discuss budget implications,Boston,ma,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,11/16/17,21st Amendment,150 bowdion st,105.13,Office Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,12/18/17,21st Amendment,150 bowdion st,104.86,Office Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Food,3/13/17,21st Amendment,150 bowdoin st,54.67,Office Luncheon,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Restaurant,12/8/16,21st Amendment,,109.35,POS,Boston,MA,,,Dinner,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,2/18/16,21st Amendment,150 bowdoin st,52,Refeshments with colleagues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,10/26/17,21st Amendment,150 bowdoin st,80,Refreshment with staff and colleagues after session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,1/6/17,21st Amendment,150 bowdoin st,399.95,Refreshments for colleages and staff following swearing-in ceremony,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/3/16,21st Amendment,150 bowdoin st,145,Refreshments For Colleagues and Staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/25/16,21st Amendment,150 bowdoin st,45,Refreshments for staff and colleagues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,8/1/16,21st Amendment,150 bowdoin st,73.85,Refreshments with colleagues,Boston,MA,,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,7/7/17,21st Amendment,150 bowdoin st,140,Refreshments with colleagues after budget session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/2/17,21st Amendment,150 bowdoin st,87,Refreshments with colleagues after session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,9/29/16,21st Amendment,150 bowdoin st,101.59,Refreshments with colleagues and staff,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/23/16,21st Amendment,150 bowdoin st,90,Refreshments with colleagues to discuss session,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,3/10/17,21st Amendment,150 bowdoin st,56,Refreshments With New Colleagues,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,5/20/16,21st Amendment,150 bowdoin st,400,Restaurant Rental and Food For Breakfast Fundraiser,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,signing of Energy Bill lunch for energy comm members,8/10/16,21st Amendment,,129.6,signing of Energy Bill lunch for energy comm members,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,staff and committee lunch to discuss up coming session,2/26/16,21st Amendment,150 bowdoin st,175.12,staff and committee lunch to discuss up coming session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,12/11/17,21st Amendment,150 bowdoin st,98.72,Staff Dinner,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,5/17/17,21st Amendment,150 bowdoin st,82.93,Staff Dinner,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Staff dinner during budget week,5/25/17,21st Amendment,150 bowdoin st,179.7,Staff dinner during budget week,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,restaurant,10/26/17,21st Amendment,150 bowdoin st,39.32,staff dinner during formal session,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Staff Dinner for Late Session,7/30/16,21st Amendment,150 bowdoin st,57.97,Staff Dinner for Late Session,Boston,MA,02108-2702,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,staff dinner while working late on budget,5/7/16,21st Amendment,,143.65,staff dinner while working late on budget,Boston,ma,,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Staff Dinner-budget Week,5/26/17,21st Amendment,bowdoin st,67.05,Staff Dinner-budget Week,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,Staff Food,1/25/16,21st Amendment,150 bowdoin st,50.02,Staff Food,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/28/17,21st Amendment,150 bowdoin st,34,Staff lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,7/23/16,21st Amendment,115 bowdion st,51.63,Staff Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,7/31/16,21st Amendment,150 bowdoin st,19.5,Staff Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,8/1/16,21st Amendment,bowdoin st,43.59,Staff Lunch,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,1/27/16,21st Amendment,150 bowdoin st,62.97,Staff Lunch,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,1/3/17,21st Amendment,150 bowdin st,61.79,Staff Lunch,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,10/26/17,21st Amendment,150 bowdin st,60.99,Staff Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/9/17,21st Amendment,150 bowdin st,60.99,Staff Lunch,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,11/28/17,21st Amendment,150 bowdin st,72.76,Staff Lunch,Boston,MA,2110,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,5/2/17,21st Amendment,150 bowdoin st,117.43,Staff Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,3/13/17,21st Amendment,150 bowdin st,59.65,Staff Lunch,Boston,MA,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,food,7/30/16,21st Amendment,150 bowdoin st,60.04,Staff Lunch,Boston,MA,2108,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
American,staff lunch and meeting,2/9/16,21st Amendment,150 bowdoin st,48.79,staff lunch and meeting,Boston,ma,2101,,,"21st Amenmendt,bowdoin st,Boston,MA",42.3583526,-71.0626843
